"","playerID","yearID","stint","teamID","lgID","G","AB","R","H","2B","3B","HR","RBI","SB","CS","BB","SO","IBB","HBP","SH","SF","GIDP"
"561","meyerda01",1980,1,"SEA","AL",146,531,56,146,25,6,11,71,8,4,31,42,"4","1","4","3","11"
"562","milbola01",1980,1,"SEA","AL",106,258,31,68,6,6,0,26,7,6,19,13,"4","1","15","3","8"
"563","milledy01",1980,1,"NYN","NL",31,1,0,0,0,0,0,0,0,0,0,0,"0","0","1","0","0"
"564","milleed04",1980,1,"ATL","NL",11,19,3,3,0,0,0,0,1,2,0,5,"0","0","0","0","0"
"565","milleri01",1980,1,"CAL","AL",129,412,52,113,14,3,2,38,7,3,48,71,"4","1","6","3","3"
"566","millsbr01",1980,1,"MON","NL",21,60,1,18,1,0,0,8,0,1,5,6,"1","0","0","1","0"
"567","milneed01",1980,1,"CIN","NL",6,3,1,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"568","milnejo01",1980,1,"PIT","NL",114,238,31,58,6,0,8,34,2,2,52,29,"2","0","1","1","5"
"569","minetcr01",1980,1,"OAK","AL",7,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"570","minosmi01",1980,1,"CHA","AL",2,2,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"571","mintogr01",1980,1,"SFN","NL",68,8,0,1,0,0,0,1,0,0,0,3,"0","1","2","0","0"
"572","mirabpa01",1980,1,"TOR","AL",33,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"573","mitchbo03",1980,1,"LAN","NL",9,3,1,1,0,0,0,0,0,0,1,0,"0","0","0","0","0"
"574","mitchpa01",1980,1,"ML4","AL",17,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"575","moffira01",1980,1,"SFN","NL",13,1,0,0,0,0,0,0,0,0,0,1,"0","0","0","0","0"
"576","molinbo01",1980,1,"CHA","AL",119,344,48,100,16,4,5,36,18,7,26,29,"7","7","2","5","4"
"577","molitpa01",1980,1,"ML4","AL",111,450,81,137,29,2,9,37,34,7,48,48,"4","3","6","5","9"
"578","mondari01",1980,1,"LAN","NL",96,194,35,52,7,1,10,25,2,2,28,49,"3","1","0","0","1"
"579","moneydo01",1980,1,"ML4","AL",86,289,39,74,17,1,17,46,0,0,40,36,"0","1","6","0","4"
"580","mongesi01",1980,1,"CLE","AL",67,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"581","montajo01",1980,1,"CAL","AL",37,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"582","montawi01",1980,1,"SDN","NL",128,481,39,132,12,4,6,63,3,4,36,52,"9","3","0","6","9"
"583","montawi01",1980,2,"MON","NL",14,19,1,4,0,0,0,1,0,1,3,3,"1","0","0","0","0"
"584","montejo01",1980,1,"SFN","NL",22,30,1,1,0,0,0,0,0,0,1,12,"0","1","3","0","0"
"585","mooreba02",1980,1,"TOR","AL",31,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"586","moorech02",1980,1,"ML4","AL",111,320,42,93,13,2,2,30,10,5,24,28,"2","0","8","4","7"
"587","mooredo01",1980,1,"SLN","NL",11,4,1,3,1,0,0,2,0,0,0,0,"0","0","2","0","0"
"588","mooreju01",1980,1,"CHA","AL",45,121,9,31,4,1,1,10,0,2,7,11,"0","0","1","1","5"
"589","moraan01",1980,1,"CLE","AL",9,18,0,2,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"590","moralje01",1980,1,"NYN","NL",94,193,19,49,7,1,3,30,2,3,13,31,"2","1","1","8","2"
"591","moraljo01",1980,1,"MIN","AL",97,241,36,73,17,2,8,36,0,0,22,19,"4","1","3","2","11"
"592","morelke01",1980,1,"PHI","NL",62,159,13,50,8,0,4,29,3,1,8,14,"2","0","1","3","6"
"593","morenjo01",1980,1,"NYN","NL",37,46,6,9,2,1,2,9,1,0,3,12,"2","0","1","1","1"
"594","morenom01",1980,1,"PIT","NL",162,676,87,168,20,13,2,36,96,33,57,101,"11","2","3","7","9"
"595","morgajo02",1980,1,"HOU","NL",141,461,66,112,17,5,11,49,24,6,93,47,"6","0","3","5","4"
"596","morrija02",1980,1,"DET","AL",44,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"597","morriji01",1980,1,"CHA","AL",162,604,66,171,40,0,15,57,9,6,36,74,"2","8","12","6","19"
"598","mosebll01",1980,1,"TOR","AL",114,389,44,89,24,1,9,46,4,6,25,85,"4","4","10","2","11"
"599","moskapa01",1980,1,"CIN","NL",33,44,4,7,1,0,0,1,0,0,1,10,"0","0","8","0","0"
"600","motama01",1980,1,"LAN","NL",7,7,0,3,0,0,0,2,0,0,0,0,"0","0","0","0","1"
"601","mullifr01",1980,1,"CHA","AL",21,62,9,12,4,0,0,3,0,1,9,8,"0","0","0","1","3"
"602","mullira01",1980,1,"KCA","AL",36,54,8,14,3,0,0,6,0,0,7,10,"0","0","0","1","2"
"603","mumphje01",1980,1,"SDN","NL",160,564,61,168,24,3,4,59,52,5,49,90,"4","0","5","4","18"
"604","munnisc01",1980,1,"PHI","NL",4,1,1,1,0,1,0,0,0,0,0,0,"0","0","0","0","0"
"605","murast01",1980,1,"SDN","NL",39,51,3,7,2,0,0,8,0,0,3,21,"0","0","0","0","0"
"606","murcebo01",1980,1,"NYA","AL",100,297,41,80,9,1,13,57,2,0,34,28,"2","2","3","9","9"
"607","murphda05",1980,1,"ATL","NL",156,569,98,160,27,2,33,89,9,6,59,133,"9","1","2","2","8"
"608","murphdw01",1980,1,"OAK","AL",159,573,86,157,18,2,13,68,26,15,102,96,"7","2","22","3","12"
"609","murrada01",1980,1,"MON","NL",16,3,0,0,0,0,0,0,0,0,0,1,"0","0","0","0","0"
"610","murraed02",1980,1,"BAL","AL",158,621,100,186,36,2,32,116,7,2,54,71,"10","2","0","6","18"
"611","murrari01",1980,1,"SFN","NL",53,194,19,42,8,2,4,24,2,1,11,48,"1","0","1","0","8"
"612","nahorbi01",1980,1,"ATL","NL",59,157,14,38,12,0,5,18,0,2,8,21,"1","2","0","0","5"
"613","narroje01",1980,1,"SEA","AL",48,107,7,21,3,0,4,18,0,0,13,18,"2","0","1","2","2"
"614","nastuph01",1980,1,"SFN","NL",6,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"615","nettlgr01",1980,1,"NYA","AL",89,324,52,79,14,0,16,45,0,0,42,42,"5","1","0","2","8"
"616","newmaje01",1980,1,"OAK","AL",127,438,37,102,19,1,15,56,3,4,25,81,"8","1","5","5","10"
"617","nichore01",1980,1,"BOS","AL",12,36,5,8,0,1,0,3,0,1,3,8,"0","0","0","0","0"
"618","nicosst01",1980,1,"PIT","NL",60,176,16,38,8,0,1,22,0,1,19,16,"5","1","2","3","6"
"619","niekrjo01",1980,1,"HOU","NL",37,80,7,22,5,0,0,10,0,0,4,15,"0","0","18","0","2"
"620","niekrph01",1980,1,"ATL","NL",40,90,2,12,5,0,0,5,0,0,1,19,"0","0","5","0","2"
"621","niemara01",1980,1,"HOU","NL",22,6,0,2,0,0,0,0,0,0,0,0,"0","0","0","0","1"
"622","nolanjo01",1980,1,"ATL","NL",17,22,2,6,1,0,0,2,0,0,2,4,"0","0","0","0","1"
"623","nolanjo01",1980,2,"CIN","NL",53,154,14,48,7,0,3,24,0,0,13,8,"0","0","3","6","3"
"624","nolesdi01",1980,1,"PHI","NL",48,13,1,4,0,0,0,2,0,0,0,5,"0","0","2","0","0"
"625","nordhwa01",1980,1,"CHA","AL",123,415,45,115,22,4,15,59,0,1,10,45,"3","1","0","2","13"
"626","normada01",1980,1,"NYN","NL",69,92,5,17,1,1,2,9,5,0,6,14,"0","0","0","0","1"
"627","normafr01",1980,1,"MON","NL",48,20,1,1,0,0,0,0,0,0,0,4,"0","0","2","0","0"
"628","normane01",1980,1,"TEX","AL",17,32,4,7,0,0,0,1,0,1,1,1,"0","0","1","0","2"
"629","norriji01",1980,1,"TEX","AL",119,174,23,43,5,0,0,16,6,3,23,16,"2","0","3","5","11"
"630","norrimi01",1980,1,"OAK","AL",33,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"631","northbi01",1980,1,"SFN","NL",128,415,73,104,12,1,1,19,45,19,81,78,"5","1","2","1","4"
"632","norwowi01",1980,1,"MIN","AL",34,73,6,12,2,0,1,8,1,1,3,13,"0","0","0","0","3"
"633","oatesjo01",1980,1,"NYA","AL",39,64,6,12,3,0,1,3,1,2,2,3,"0","1","0","0","1"
"634","oberkke01",1980,1,"SLN","NL",116,422,58,128,27,6,3,46,4,4,51,23,"8","1","9","3","11"
"635","oberrmi01",1980,1,"CHN","NL",19,48,7,10,1,0,0,5,0,0,5,13,"0","0","2","2","0"
"636","oestero01",1980,1,"CIN","NL",100,303,40,84,16,2,2,20,6,2,26,44,"7","1","5","0","7"
"637","officro01",1980,1,"MON","NL",116,292,36,78,13,4,6,30,3,3,36,39,"1","0","3","4","5"
"638","oglivbe01",1980,1,"ML4","AL",156,592,94,180,26,2,41,118,11,9,54,71,"19","5","0","9","5"
"639","ojedabo01",1980,1,"BOS","AL",7,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"640","oliveal01",1980,1,"TEX","AL",163,656,96,209,43,3,19,117,5,7,39,47,"9","5","1","8","14"
"641","olmstal01",1980,1,"SLN","NL",5,11,0,2,0,0,0,1,0,0,0,3,"0","0","2","0","0"
"642","ontivst01",1980,1,"CHN","NL",31,77,7,16,3,0,1,3,0,0,14,17,"1","0","0","0","1"
"643","ortajo01",1980,1,"CLE","AL",129,481,78,140,18,3,10,64,6,5,71,44,"2","2","2","8","8"
"644","otisam01",1980,1,"KCA","AL",107,394,56,99,16,3,10,53,16,1,39,70,"0","3","2","10","9"
"645","otted01",1980,1,"PIT","NL",120,392,35,102,14,0,8,41,1,6,33,47,"8","0","4","1","9"
"646","ottenji01",1980,1,"SLN","NL",31,5,0,1,0,0,0,0,0,0,0,1,"0","0","0","0","0"
"647","owchibo01",1980,1,"CLE","AL",29,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"648","paceljo01",1980,1,"NYN","NL",32,20,0,2,1,0,0,1,0,0,0,7,"0","0","2","0","0"
"649","pacioto01",1980,1,"SEA","AL",126,418,44,114,19,1,15,59,3,2,17,67,"1","1","3","2","13"
"650","pagemi02",1980,1,"OAK","AL",110,348,58,85,10,4,17,51,14,7,35,87,"3","1","4","5","9"
"651","palmeda01",1980,1,"MON","NL",25,45,3,9,2,0,0,3,0,0,2,15,"0","0","2","0","0"
"652","palmeji01",1980,1,"BAL","AL",37,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"653","papist01",1980,1,"BOS","AL",1,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"654","papist01",1980,2,"DET","AL",46,114,12,27,3,4,3,17,0,0,5,24,"0","0","2","1","3"
"655","parkeda01",1980,1,"PIT","NL",139,518,71,153,31,1,17,79,10,7,25,69,"5","2","0","5","8"
"656","parrila01",1980,1,"MON","NL",126,452,55,115,27,3,15,72,2,6,36,80,"6","4","1","8","12"
"657","parrila02",1980,1,"DET","AL",144,553,79,158,34,6,24,82,6,4,31,109,"3","3","2","3","24"
"658","parromi01",1980,1,"SEA","AL",27,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"659","pastofr01",1980,1,"CIN","NL",27,64,0,10,0,0,0,5,0,0,3,23,"0","0","6","0","2"
"660","patebo01",1980,1,"MON","NL",23,39,3,10,2,0,0,5,0,1,3,6,"0","0","1","2","0"
"661","patekfr01",1980,1,"CAL","AL",86,273,41,72,10,5,5,34,7,6,15,26,"1","1","8","2","11"
"662","pattima01",1980,1,"KCA","AL",37,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"663","paxtomi01",1980,1,"CLE","AL",4,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"664","penato01",1980,1,"PIT","NL",8,21,1,9,1,1,0,1,0,1,0,4,"0","0","0","0","1"
"665","percoja01",1980,1,"LAN","NL",14,17,2,4,0,0,0,2,3,0,2,1,"0","0","2","0","1"
"666","perezpa01",1980,1,"PIT","NL",2,4,1,1,0,0,0,0,0,0,0,2,"0","0","0","0","0"
"667","perezto01",1980,1,"BOS","AL",151,585,73,161,31,3,25,105,1,0,41,93,"11","1","0","8","25"
"668","perkibr01",1980,1,"SDN","NL",43,100,18,37,9,0,2,14,2,1,11,10,"1","0","0","0","0"
"669","perryga01",1980,1,"TEX","AL",24,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"670","perryga01",1980,2,"NYA","AL",10,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"671","peterri01",1980,1,"DET","AL",133,477,79,139,19,7,2,42,13,7,54,48,"2","6","7","2","17"
"672","petryda01",1980,1,"DET","AL",27,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"673","pettijo01",1980,1,"SFN","NL",63,190,19,44,3,1,1,9,5,2,17,33,"1","0","11","0","3"
"674","phelpke01",1980,1,"KCA","AL",3,4,0,0,0,0,0,0,0,0,0,2,"0","0","0","0","0"
"675","phillmi01",1980,1,"SLN","NL",63,128,13,30,5,0,0,7,0,0,9,17,"3","0","0","1","7"
"676","picciro01",1980,1,"OAK","AL",95,271,32,65,9,2,5,18,1,1,2,63,"0","0","8","0","6"
"677","pinielo01",1980,1,"NYA","AL",116,321,39,92,18,0,2,27,0,2,29,20,"5","0","2","3","17"
"678","pladsgo01",1980,1,"HOU","NL",12,10,1,0,0,0,0,0,0,0,1,5,"0","0","0","0","0"
"679","pocorbi01",1980,1,"ATL","NL",70,83,7,22,4,0,2,8,1,0,11,11,"0","0","1","1","2"
"680","poffjo01",1980,1,"ML4","AL",19,68,7,17,1,2,1,7,0,0,3,7,"2","0","0","0","1"
"681","porteda02",1980,1,"KCA","AL",118,418,51,104,14,2,7,51,1,1,69,50,"5","2","0","6","10"
"682","powelho01",1980,1,"MIN","AL",137,485,58,127,17,5,6,35,14,3,32,46,"2","3","3","0","14"
"683","pricejo02",1980,1,"CIN","NL",24,39,1,5,0,0,0,0,0,0,0,6,"0","0","3","0","1"
"684","prolymi01",1980,1,"CHA","AL",62,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"685","pruitro01",1980,1,"CLE","AL",23,36,1,11,1,0,0,4,0,0,4,6,"0","0","1","1","1"
"686","pruitro01",1980,2,"CHA","AL",33,70,8,21,2,0,2,11,0,0,8,7,"1","0","1","0","4"
"687","pryorgr01",1980,1,"CHA","AL",122,338,32,81,18,4,1,29,2,2,12,35,"0","2","9","6","10"
"688","puhlte01",1980,1,"HOU","NL",141,535,75,151,24,5,13,55,27,11,60,52,"3","4","6","3","3"
"689","pujollu01",1980,1,"HOU","NL",78,221,15,44,6,1,0,20,0,0,13,29,"3","1","1","2","5"
"690","putnapa01",1980,1,"TEX","AL",147,410,42,108,16,2,13,55,0,2,36,49,"6","0","3","5","13"
"691","quirkja01",1980,1,"KCA","AL",62,163,13,45,5,0,5,21,3,2,7,24,"2","1","3","3","7"
"692","quiseda01",1980,1,"KCA","AL",75,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"693","raderda01",1980,1,"BOS","AL",50,137,14,45,11,0,3,17,1,1,14,12,"1","0","0","1","4"
"694","rainech01",1980,1,"BOS","AL",16,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"695","raineti01",1980,1,"MON","NL",15,20,5,1,0,0,0,0,5,0,6,3,"0","0","1","0","0"
"696","rajsida01",1980,1,"TEX","AL",24,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"697","ramirma01",1980,1,"NYN","NL",18,24,2,5,0,0,0,0,0,0,1,7,"0","0","1","0","1"
"698","ramirra01",1980,1,"ATL","NL",50,165,17,44,6,1,2,11,2,1,2,33,"0","4","3","0","2"
"699","ramosbo01",1980,1,"MON","NL",13,32,5,5,2,0,0,2,0,0,5,5,"0","0","0","0","1"
"700","ramosdo01",1980,1,"TOR","AL",5,16,0,2,0,0,0,0,0,0,2,5,"0","0","0","0","0"
"701","ramsemi01",1980,1,"SLN","NL",59,126,11,33,8,1,0,8,0,0,3,17,"2","0","0","0","2"
"702","randabo01",1980,1,"MIN","AL",5,15,2,3,1,0,0,0,0,0,1,0,"0","0","0","0","1"
"703","randlle01",1980,1,"CHN","NL",130,489,67,135,19,6,5,39,19,13,50,55,"2","1","7","2","13"
"704","randowi01",1980,1,"NYA","AL",138,513,99,151,23,7,7,46,30,5,119,45,"4","2","5","3","6"
"705","rasmuer01",1980,1,"SDN","NL",40,21,0,2,2,0,0,0,0,0,0,8,"0","0","6","0","0"
"706","ratzest01",1980,1,"MON","NL",1,1,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"707","rawlesh01",1980,1,"SEA","AL",59,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"708","rayfofl01",1980,1,"BAL","AL",8,18,1,4,0,0,0,1,0,0,0,5,"0","0","0","0","1"
"709","reardje01",1980,1,"NYN","NL",61,8,0,0,0,0,0,0,0,0,1,6,"0","0","0","0","0"
"710","redfepe01",1980,1,"MIN","AL",23,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"711","reedro01",1980,1,"PHI","NL",55,10,0,3,1,0,0,0,0,0,0,2,"0","0","0","0","0"
"712","reitzke01",1980,1,"SLN","NL",151,523,39,141,33,0,8,58,0,1,22,44,"5","3","8","5","16"
"713","remmewi01",1980,1,"BOS","AL",14,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"714","remyje01",1980,1,"BOS","AL",63,230,24,72,7,2,0,9,14,6,10,14,"0","0","7","2","6"
"715","renkost01",1980,1,"BOS","AL",32,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"716","retteme01",1980,1,"CAL","AL",2,4,0,1,0,0,0,0,0,0,1,1,"0","0","0","0","0"
"717","reuscri01",1980,1,"CHN","NL",44,82,4,13,3,1,0,5,0,0,1,23,"0","0","10","0","0"
"718","reussje01",1980,1,"LAN","NL",37,68,4,6,1,0,1,3,0,0,6,25,"0","0","4","0","0"
"719","reverda01",1980,1,"OAK","AL",106,376,48,109,21,5,15,62,1,0,32,37,"6","0","2","2","6"
"720","reynocr01",1980,1,"HOU","NL",137,381,34,86,9,6,3,28,2,1,20,39,"1","0","13","4","4"
"721","rhoderi01",1980,1,"PIT","NL",20,40,3,15,3,0,1,11,0,0,1,2,"0","0","4","0","0"
"722","riceji01",1980,1,"BOS","AL",124,504,81,148,22,6,24,86,8,3,30,87,"5","4","1","3","16"
"723","richage01",1980,1,"SDN","NL",158,642,91,193,26,8,4,41,61,16,61,73,"7","2","7","0","9"
"724","richajr01",1980,1,"HOU","NL",17,39,2,6,2,0,1,3,0,0,0,15,"0","0","4","0","0"
"725","richami01",1980,1,"TEX","AL",22,71,2,16,2,0,0,8,0,0,1,7,"0","0","0","0","1"
"726","rileyge01",1980,1,"CHN","NL",22,1,0,0,0,0,0,0,0,0,0,0,"0","0","1","0","0"
"727","rincoan01",1980,1,"SLN","NL",4,12,0,3,0,0,0,1,0,0,0,5,"0","0","1","0","1"
"728","ripleal01",1980,1,"SFN","NL",23,40,2,6,0,1,0,2,0,0,1,14,"0","0","3","0","1"
"729","riverbo01",1980,1,"MIN","AL",44,113,13,25,7,0,3,10,0,0,4,20,"0","0","0","0","4"
"730","rivermi01",1980,1,"TEX","AL",147,630,96,210,32,6,7,60,18,7,20,34,"1","1","6","4","4"
"731","robbibr01",1980,1,"DET","AL",15,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"732","roberbe01",1980,1,"HOU","NL",14,3,0,0,0,0,0,0,0,0,0,2,"0","0","1","0","1"
"733","roberda05",1980,1,"PIT","NL",2,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"734","roberda05",1980,2,"SEA","AL",37,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"735","roberda06",1980,1,"TEX","AL",101,235,27,56,4,0,10,30,0,1,13,38,"2","1","1","1","5"
"736","roberle01",1980,1,"SEA","AL",119,374,48,94,18,3,10,33,8,4,43,59,"1","1","3","6","12"
"737","robinbi02",1980,1,"PIT","NL",100,272,28,78,10,1,12,36,1,4,15,45,"2","0","3","4","9"
"738","robinbr02",1980,1,"NYA","AL",4,5,0,0,0,0,0,0,0,0,0,4,"0","0","0","0","0"
"739","robinde01",1980,1,"CHA","AL",15,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"740","robindo01",1980,1,"PIT","NL",30,57,4,19,4,0,1,8,0,1,0,12,"0","0","0","0","0"
"741","rodriau01",1980,1,"SDN","NL",89,175,7,35,7,2,2,13,1,1,6,26,"0","0","2","0","5"
"742","rodriau01",1980,2,"NYA","AL",52,164,14,36,6,1,3,14,0,0,7,35,"1","0","11","0","7"
"743","roeniga01",1980,1,"BAL","AL",118,297,40,71,13,0,10,28,2,0,41,49,"5","6","2","3","10"
"744","rogerst01",1980,1,"MON","NL",38,81,7,13,0,0,0,7,0,0,10,28,"0","0","15","0","0"
"745","romered01",1980,1,"ML4","AL",42,104,20,27,7,0,1,10,2,0,9,11,"0","0","2","0","3"
"746","romoen01",1980,1,"PIT","NL",75,11,2,5,0,0,1,4,0,0,2,2,"0","0","2","0","0"
"747","rookeji01",1980,1,"PIT","NL",4,7,1,1,0,0,1,2,0,0,0,2,"0","0","1","0","0"
"748","rosadlu01",1980,1,"NYN","NL",2,4,0,0,0,0,0,0,0,0,0,1,"0","0","0","0","1"
"749","roselda01",1980,1,"CLE","AL",71,117,16,29,3,0,2,12,0,0,9,19,"0","0","2","3","2"
"750","rosepe01",1980,1,"PHI","NL",162,655,95,185,42,1,1,64,12,8,66,33,"5","6","4","4","13"
"751","rowlami01",1980,1,"SFN","NL",19,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"752","roystje01",1980,1,"ATL","NL",123,392,42,95,17,5,1,20,22,13,37,48,"1","1","4","1","6"
"753","rozemda01",1980,1,"DET","AL",42,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"754","rudijo01",1980,1,"CAL","AL",104,372,42,88,17,1,16,53,1,0,17,84,"2","5","2","3","10"
"755","ruhleve01",1980,1,"HOU","NL",28,49,7,12,3,0,0,2,0,0,4,15,"0","0","4","0","2"
"756","ruizch02",1980,1,"ATL","NL",25,26,3,8,2,1,0,2,0,1,3,7,"0","0","0","0","0"
"757","russebi01",1980,1,"LAN","NL",130,466,38,123,23,2,3,34,13,2,18,44,"0","3","12","1","6"
"758","ruthvdi01",1980,1,"PHI","NL",33,68,7,16,5,1,0,8,1,1,2,22,"0","0","12","0","1"
"759","ryanno01",1980,1,"HOU","NL",35,70,5,6,0,0,1,6,0,1,7,29,"0","0","5","1","0"
"760","sadekmi01",1980,1,"SFN","NL",64,151,14,38,4,1,1,16,0,0,27,18,"6","0","4","1","3"
"761","sakatle01",1980,1,"BAL","AL",43,83,12,16,3,2,1,9,2,1,6,10,"0","0","0","1","3"
"762","salazlu01",1980,1,"SDN","NL",44,169,28,57,4,7,1,25,11,2,9,25,"1","1","3","1","4"
"763","sambijo01",1980,1,"HOU","NL",64,9,0,0,0,0,0,0,0,0,1,5,"0","0","0","0","0"
"764","samplbi01",1980,1,"TEX","AL",99,204,29,53,10,0,4,19,8,5,18,15,"2","6","4","2","4"
"765","sandesc01",1980,1,"MON","NL",33,64,3,5,3,0,0,1,0,0,2,33,"0","0","8","0","1"
"766","sanguma01",1980,1,"PIT","NL",47,48,2,12,3,0,0,2,3,2,3,1,"2","0","2","0","1"
"767","sarmima01",1980,1,"SEA","AL",9,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"768","saucike01",1980,1,"PHI","NL",40,8,0,0,0,0,0,0,0,0,0,4,"0","0","0","0","0"
"769","scarbra02",1980,1,"CHA","AL",15,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"770","schatda01",1980,1,"DET","AL",32,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"771","schmimi01",1980,1,"PHI","NL",150,548,104,157,25,8,48,121,12,5,89,119,"10","2","0","13","6"
"772","schroke01",1980,1,"TOR","AL",18,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"773","schulda01",1980,1,"CAL","AL",8,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"774","sciosmi01",1980,1,"LAN","NL",54,134,8,34,5,1,1,8,1,0,12,9,"2","0","5","1","2"
"775","scottmi03",1980,1,"NYN","NL",6,9,0,1,0,0,0,1,0,0,2,5,"0","0","0","0","0"
"776","scottro01",1980,1,"MON","NL",154,567,84,127,13,13,0,46,63,13,70,75,"0","1","11","6","10"
"777","scottto01",1980,1,"SLN","NL",143,415,51,104,19,3,0,28,22,10,35,68,"9","1","5","4","8"
"778","scurrro01",1980,1,"PIT","NL",20,4,0,1,0,0,0,0,0,0,0,1,"0","0","0","0","0"
"779","seamaki01",1980,1,"SLN","NL",26,1,0,0,0,0,0,0,0,0,0,1,"0","0","0","0","0"
"780","seaveto01",1980,1,"CIN","NL",26,46,5,6,3,0,0,3,0,0,7,17,"0","0","7","0","0"
"781","seilhri01",1980,1,"CHA","AL",21,52,4,11,3,1,1,3,1,0,4,15,"1","0","1","0","0"
"782","sherrde01",1980,1,"NYA","AL",3,4,0,1,0,0,0,0,0,0,0,1,"0","0","0","0","1"
"783","shirlbo01",1980,1,"SDN","NL",59,30,3,1,0,0,0,1,0,0,3,15,"0","0","4","0","0"
"784","simmote01",1980,1,"SLN","NL",145,495,84,150,33,2,21,98,1,0,59,45,"13","2","0","6","13"
"785","simpsjo01",1980,1,"SEA","AL",129,365,42,91,15,3,3,34,17,4,28,43,"3","1","12","3","6"
"786","singlke01",1980,1,"BAL","AL",156,583,85,177,28,3,24,104,0,2,92,94,"1","1","0","4","19"
"787","sizemte01",1980,1,"BOS","AL",9,23,1,5,1,0,0,0,0,0,0,0,"0","0","0","0","1"
"788","skaggda01",1980,1,"BAL","AL",2,5,0,1,0,0,0,0,0,0,0,1,"0","0","0","0","0"
"789","skaggda01",1980,2,"CAL","AL",24,66,7,13,0,0,1,9,0,0,9,13,"0","0","1","1","1"
"790","slatoji01",1980,1,"ML4","AL",3,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"791","smallro02",1980,1,"MIN","AL",133,486,64,135,24,1,12,63,3,3,65,63,"4","2","2","9","15"
"792","smithda02",1980,1,"HOU","NL",57,12,0,0,0,0,0,0,0,0,0,4,"0","0","2","0","0"
"793","smithke01",1980,1,"SLN","NL",24,31,3,4,1,0,0,2,0,0,2,2,"1","0","0","0","2"
"794","smithle02",1980,1,"CHN","NL",18,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
"795","smithlo01",1980,1,"PHI","NL",100,298,69,101,14,4,3,20,33,13,26,48,"2","4","1","2","5"
"796","smithoz01",1980,1,"SDN","NL",158,609,67,140,18,5,0,35,57,15,71,49,"1","5","23","4","9"
"797","smithre06",1980,1,"LAN","NL",92,311,47,100,13,0,15,55,5,6,41,63,"1","1","0","9","4"
"798","soderer01",1980,1,"NYA","AL",95,275,38,79,13,1,11,35,0,0,27,25,"2","1","1","0","9"
"799","sofieri01",1980,1,"MIN","AL",131,417,52,103,18,4,9,49,4,5,24,92,"2","2","9","7","3"
"800","solomed01",1980,1,"PIT","NL",27,32,3,7,2,0,0,1,0,0,0,11,"0","0","3","0","1"
"801","sorenla01",1980,1,"ML4","AL",35,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0"
